datetime,BASEL,BUDAPEST,DE,DRESDEN,DUSSELDORF,HEATHROW,KASSEL,LJUBLJANA,MAASTRICHT,MALMO,MONTELIMAR,MUENCHEN,OSLO,PERPIGNAN,ROMA,SONNBLICK,STOCKHOLM,TOURS
2001-11-17,0.79,0.74,,0.91,0.88,0.88,0.97,0.81,0.92,,0.74,0.98,0.75,0.94,0.88,0.46,,0.86
2001-11-18,0.92,0.99,,0.93,0.9,0.88,0.97,0.89,0.92,,0.88,0.95,0.76,0.8,0.91,0.6,,0.93
2001-11-19,0.92,0.96,,0.99,0.93,0.8,0.97,0.93,0.94,,0.8,0.97,0.75,0.62,0.89,0.79,,0.85
2001-11-20,0.84,0.75,,0.92,0.92,0.81,0.87,0.96,0.97,,0.68,0.96,0.91,0.67,0.81,0.72,,0.82
2001-11-21,0.84,0.71,,0.82,0.77,0.81,0.8,0.97,0.78,,0.7,0.86,0.9,0.77,0.85,0.48,,0.84
2001-11-22,0.84,0.71,,0.84,0.87,0.73,0.89,0.92,0.92,,0.74,0.86,0.5,0.62,0.93,0.57,,0.96
2001-11-23,0.87,0.72,,0.87,0.83,0.76,0.9,0.43,0.89,,0.66,0.97,0.45,0.54,0.76,0.9,,0.85
2001-11-24,0.88,0.75,,0.9,0.94,0.87,0.97,0.51,0.98,,0.71,0.95,0.74,0.49,0.61,0.9,,0.96
2001-11-25,0.95,0.73,,0.9,0.95,0.9,1.0,0.78,0.99,,0.81,0.99,0.92,0.63,0.82,0.9,,0.96
2001-11-26,0.89,0.84,,0.98,0.93,0.88,1.0,0.77,0.96,,0.74,0.99,0.88,0.63,0.87,0.94,,0.95
2001-11-27,0.9,0.99,,0.96,0.88,0.87,0.99,0.89,0.96,,0.81,0.98,0.88,0.52,0.92,0.92,,0.9
2001-11-28,0.87,0.95,,0.9,0.88,0.82,0.95,0.92,0.9,,0.72,0.93,0.82,0.5,0.91,0.92,,0.88
2001-11-29,0.88,0.89,,0.93,0.89,0.91,0.99,0.93,0.94,,0.72,0.9,0.85,0.56,0.81,0.97,,0.94
2001-11-30,0.97,0.89,,0.91,0.95,0.91,1.0,0.87,0.99,,0.83,0.99,0.79,0.63,0.74,0.98,,0.93
2001-12-01,0.92,0.84,,0.83,0.93,0.87,1.0,0.76,0.95,,0.75,0.99,0.83,0.72,0.78,0.99,,0.94
2001-12-02,0.89,0.88,,0.85,0.94,0.92,1.0,0.81,0.98,,0.78,0.99,0.84,0.87,0.86,0.73,,0.98
2001-12-03,0.88,0.96,,0.91,0.87,0.94,0.99,0.82,0.96,,0.86,0.99,0.9,0.85,0.86,0.6,,0.94
2001-12-04,0.76,0.98,,0.9,0.86,0.78,0.99,0.89,0.9,,0.88,0.97,0.83,0.63,0.88,0.97,,0.89
2001-12-05,0.84,0.97,,0.93,0.84,0.8,0.97,0.88,0.87,,0.7,0.95,0.87,0.57,0.89,0.97,,0.94
2001-12-06,0.78,0.99,,0.98,0.82,0.79,0.9,0.91,0.85,,0.63,0.9,0.75,0.58,0.9,0.97,,0.87
2001-12-07,0.93,0.92,,0.95,0.85,0.82,0.92,0.7,0.99,,0.66,0.99,0.84,0.63,0.65,0.94,,0.85
2001-12-08,0.86,0.92,,0.86,0.8,0.88,0.88,0.71,0.92,,0.79,0.91,0.92,0.76,0.65,0.75,,0.89
2001-12-09,0.88,0.81,,0.86,0.85,0.86,0.85,0.71,0.88,,0.82,0.84,0.88,0.85,0.68,0.77,,0.88
2001-12-10,0.79,0.85,,0.84,0.89,0.89,0.96,0.78,0.83,,0.82,0.85,0.88,0.64,0.7,0.72,,0.88
2001-12-11,0.79,0.92,,0.99,0.96,0.94,0.99,0.9,0.99,,0.74,0.97,0.89,0.8,0.77,0.97,,0.8
2001-12-12,0.89,0.94,,0.96,0.94,0.83,0.99,0.92,1.0,,0.73,1.0,0.88,0.73,0.76,0.95,,0.94
2001-12-13,0.74,0.9,,0.72,0.72,0.82,0.72,0.73,0.79,,0.57,0.84,0.94,0.64,0.7,0.91,,0.81
2001-12-14,0.46,0.77,,0.86,0.69,0.76,0.75,0.8,0.71,,0.56,0.83,0.9,0.72,0.59,0.9,,0.6
2001-12-15,0.68,0.81,,0.9,0.84,0.77,0.87,0.86,0.84,,0.58,0.86,0.89,0.58,0.87,0.81,,0.72
2001-12-16,0.67,0.82,,0.99,0.85,0.7,0.82,0.72,0.88,,0.61,0.91,0.88,0.44,0.71,0.87,,0.74
2001-12-17,0.8,0.79,,0.99,0.94,0.87,0.99,0.81,0.97,,0.61,0.98,0.79,0.7,0.47,0.89,,0.74
2001-12-18,0.86,0.86,,0.98,0.97,0.9,0.98,0.86,1.0,,0.69,0.93,0.82,0.71,0.64,0.9,,0.86
2001-12-19,0.76,0.79,,0.89,0.92,0.9,0.96,0.93,0.97,,0.69,0.9,0.51,0.8,0.74,0.78,,0.82
2001-12-20,0.86,0.72,,0.84,0.8,0.86,0.75,0.93,0.85,,0.68,0.87,0.61,0.61,0.82,0.74,,0.87
2001-12-21,0.68,0.67,,0.8,0.89,0.82,0.93,0.76,0.94,,0.66,0.77,0.67,0.49,0.9,0.58,,0.87
2001-12-22,0.81,0.84,,0.9,0.93,0.72,0.99,0.79,0.98,,0.61,0.92,0.68,0.36,0.81,0.94,,0.87
2001-12-23,0.76,0.84,,0.82,0.83,0.79,0.9,0.92,0.9,,0.59,0.91,0.79,0.53,0.87,0.93,,0.89
2001-12-24,0.73,0.66,,0.6,0.85,0.81,0.93,0.77,0.9,,0.57,0.72,0.82,0.34,0.82,0.69,,0.9
2001-12-25,0.68,0.71,,0.78,0.89,0.83,0.99,0.79,0.94,,0.63,0.72,0.75,0.31,0.62,0.91,,0.91
2001-12-26,0.81,0.88,,0.8,0.92,0.82,0.91,0.95,0.98,,0.72,0.97,0.81,0.5,0.85,0.9,,0.88
2001-12-27,0.72,0.81,,0.8,0.9,0.86,0.88,0.86,0.96,,0.67,0.76,0.81,0.5,0.8,0.93,,0.89
2001-12-28,0.71,0.79,,0.82,0.77,0.65,0.86,0.9,0.78,,0.76,0.83,0.75,0.47,0.6,0.87,,0.91
2001-12-29,0.73,0.79,,0.82,0.86,0.85,0.95,0.91,0.95,,0.82,0.91,0.66,0.57,0.86,0.96,,0.93
2001-12-30,0.78,0.71,,0.91,0.87,0.79,0.88,0.9,0.92,,0.65,0.83,0.66,0.64,0.91,0.88,,0.9
2001-12-31,0.81,0.7,,0.92,0.92,0.81,0.85,0.85,0.98,,0.56,0.87,0.72,0.56,0.87,0.9,,0.9
2002-01-01,0.76,0.74,,0.85,0.93,0.82,0.93,0.63,0.97,,0.67,0.8,0.69,0.59,0.33,0.8,,0.81
2002-01-02,0.75,0.69,,0.84,0.86,0.82,0.94,0.64,0.83,,0.72,0.59,0.69,0.71,0.63,0.61,,0.81
2002-01-03,0.84,0.63,,0.82,0.66,0.79,0.79,0.63,0.74,,0.55,0.81,0.88,0.88,0.62,0.49,,0.8
2002-01-04,0.79,0.74,,0.76,0.47,0.83,0.77,0.72,0.63,,0.69,0.76,0.86,0.78,0.52,0.24,,0.83
2002-01-05,0.83,0.64,,0.68,0.56,0.95,0.77,0.73,0.76,,0.75,0.86,0.85,0.83,0.67,0.51,,0.86
2002-01-06,0.87,0.61,,0.82,0.83,0.97,0.9,0.77,0.95,,0.78,0.86,0.9,0.9,0.71,0.26,,0.9
2002-01-07,0.92,0.73,,0.99,0.97,0.94,0.99,0.76,1.0,,0.78,0.98,0.89,0.86,0.81,0.69,,0.88
2002-01-08,0.94,0.87,,0.99,0.87,0.82,0.99,0.8,0.9,,0.75,0.99,0.9,0.69,0.84,0.5,,0.85
2002-01-09,0.88,0.93,,0.95,0.86,0.88,0.99,0.82,0.86,,0.79,0.97,0.9,0.81,0.72,0.43,,0.86
2002-01-10,0.87,0.98,,0.92,0.8,0.91,0.99,0.85,0.85,,0.85,0.94,0.95,0.91,0.73,0.46,,0.88
2002-01-11,0.83,0.97,,0.89,0.86,0.96,0.99,0.95,0.91,,0.76,0.9,0.93,0.84,0.8,0.41,,0.92
2002-01-12,0.86,0.95,,0.95,0.89,0.92,0.99,0.94,0.88,,0.62,0.96,0.93,0.79,0.83,0.9,,0.87
2002-01-13,0.9,0.97,,0.95,0.69,0.91,0.98,0.91,0.75,,0.67,0.98,0.94,0.75,0.84,0.93,,0.92
2002-01-14,0.87,0.88,,0.9,0.81,0.91,0.94,0.89,0.84,,0.74,0.98,0.91,0.71,0.85,0.9,,0.97
2002-01-15,0.85,0.92,,0.85,0.79,0.87,0.93,0.86,0.9,,0.82,0.94,0.94,0.66,0.81,0.9,,0.94
2002-01-16,0.88,0.97,,0.85,0.95,0.88,0.97,0.91,0.98,,0.77,0.99,0.88,0.56,0.93,0.92,,0.91
2002-01-17,0.91,0.93,,0.9,0.85,0.9,0.96,0.88,0.88,,0.69,0.93,0.94,0.52,0.82,0.66,,0.92
2002-01-18,0.76,0.9,,0.84,0.88,0.89,0.97,0.86,0.92,,0.62,0.93,0.91,0.54,0.8,0.64,,0.92
2002-01-19,0.83,0.87,,0.83,0.86,0.79,0.99,0.87,0.89,,0.75,0.73,0.93,0.65,0.8,0.33,,0.9
2002-01-20,0.74,0.87,,0.82,0.86,0.88,0.99,0.85,0.9,,0.75,0.8,0.94,0.72,0.89,0.88,,0.92
2002-01-21,0.82,0.83,,0.86,0.87,0.83,0.99,0.8,0.91,,0.74,0.85,0.85,0.86,0.91,0.94,,0.72
2002-01-22,0.79,0.83,,0.74,0.81,0.78,0.92,0.8,0.8,,0.87,0.78,0.92,0.66,0.92,0.6,,0.82
2002-01-23,0.83,0.87,,0.69,0.8,0.85,0.88,0.86,0.84,,0.87,0.72,0.75,0.81,0.88,0.63,,0.84
2002-01-24,0.74,0.85,,0.69,0.77,0.75,0.87,0.96,0.85,,0.83,0.74,0.8,0.55,0.95,0.99,,0.84
2002-01-25,0.75,0.79,,0.77,0.79,0.86,0.79,0.98,0.83,,0.72,0.89,0.58,0.62,0.9,0.81,,0.88
2002-01-26,0.56,0.84,,0.73,0.75,0.85,0.83,0.96,0.82,,0.78,0.65,0.77,0.67,0.91,0.53,,0.81
2002-01-27,0.65,0.88,,0.75,0.88,0.89,0.9,0.82,0.94,,0.86,0.61,0.75,0.61,0.91,0.89,,0.89
2002-01-28,0.67,0.75,,0.75,0.73,0.74,0.78,0.79,0.77,,0.68,0.67,0.92,0.62,0.88,0.62,,0.82
2002-01-29,0.82,0.38,,0.55,0.74,0.79,0.63,0.96,0.83,,0.8,0.56,0.59,0.82,0.93,0.39,,0.94
2002-01-30,0.75,0.58,,0.73,0.75,0.86,0.85,0.79,0.81,,0.87,0.48,0.79,0.88,0.88,0.46,,0.85
2002-01-31,0.78,0.69,,0.57,0.69,0.76,0.63,0.8,0.77,,0.82,0.53,0.85,0.77,0.85,0.54,,0.84
2002-02-01,0.8,0.69,,0.74,0.74,0.79,0.86,0.85,0.8,,0.81,0.69,0.89,0.77,0.95,0.86,,0.78
2002-02-02,0.67,0.8,,0.62,0.59,0.72,0.68,0.84,0.57,,0.78,0.6,0.93,0.76,0.9,0.28,,0.56
2002-02-03,0.65,1.0,,0.63,0.51,0.81,0.56,0.78,0.52,,0.81,0.69,0.92,0.69,0.77,0.35,,0.58
2002-02-04,0.63,0.98,,0.62,0.61,0.88,0.59,0.73,0.68,,0.87,0.53,0.92,0.73,0.79,0.6,,0.76
2002-02-05,0.66,0.97,,0.61,0.79,0.8,0.77,0.72,0.84,,0.9,0.4,0.87,0.8,0.87,0.49,,0.87
2002-02-06,0.9,1.0,,0.86,0.8,0.7,0.85,0.92,0.82,,0.74,0.82,0.88,0.64,0.94,0.97,,0.81
2002-02-07,0.78,0.88,,0.82,0.82,0.85,0.81,0.95,0.85,,0.54,0.94,0.83,0.49,0.8,0.93,,0.82
2002-02-08,0.91,0.8,,0.77,0.88,0.85,0.96,0.95,0.93,,0.71,0.91,0.77,0.37,0.81,0.46,,0.96
2002-02-09,0.79,0.89,,0.78,0.83,0.71,0.98,0.87,0.85,,0.71,0.82,0.9,0.55,0.86,0.95,,0.9
2002-02-10,0.72,0.78,,0.82,0.79,0.74,0.89,0.82,0.78,,0.66,0.82,0.59,0.52,0.92,0.95,,0.88
2002-02-11,0.6,0.65,,0.79,0.81,0.82,0.88,0.88,0.86,,0.72,0.65,0.82,0.61,0.82,0.89,,0.85
2002-02-12,0.57,0.63,,0.75,0.79,0.73,0.75,0.76,0.86,,0.66,0.57,0.76,0.51,0.87,0.72,,0.83
2002-02-13,0.6,0.69,,0.87,0.89,0.81,0.89,0.81,0.93,,0.64,0.71,0.65,0.6,0.89,0.7,,0.88
2002-02-14,0.88,0.66,,0.79,0.68,0.67,0.71,0.88,0.76,,0.85,0.89,0.78,0.55,0.89,0.96,,0.85
2002-02-15,0.75,0.52,,0.65,0.62,0.77,0.57,0.68,0.7,,0.85,0.72,0.71,0.63,0.82,0.96,,0.69
2002-02-16,0.78,0.48,,0.52,0.58,0.8,0.49,0.91,0.65,,0.81,0.63,0.75,0.67,0.91,0.95,,0.76
2002-02-17,0.8,0.6,,0.65,0.71,0.86,0.75,0.96,0.72,,0.88,0.83,0.78,0.78,0.87,0.96,,0.82
2002-02-18,0.81,0.85,,0.77,0.85,0.73,0.88,0.93,0.89,,0.71,0.76,0.72,0.55,0.94,0.96,,0.89
2002-02-19,0.7,0.73,,0.79,0.83,0.76,0.89,0.93,0.86,,0.62,0.77,0.41,0.46,0.86,0.93,,0.85
2002-02-20,0.76,0.72,,0.83,0.86,0.7,0.95,0.72,0.9,,0.78,0.79,0.48,0.48,0.88,0.92,,0.85
2002-02-21,0.8,0.73,,0.88,0.62,0.72,0.68,0.87,0.66,,0.47,0.93,0.53,0.45,0.9,0.92,,0.67
2002-02-22,0.78,0.47,,0.8,0.86,0.7,0.88,0.55,0.85,,0.53,0.74,0.91,0.44,0.75,0.86,,0.9
2002-02-23,0.74,0.66,,0.84,0.78,0.64,0.88,0.56,0.75,,0.65,0.77,0.65,0.55,0.89,0.91,,0.78
2002-02-24,0.67,0.72,,0.83,0.79,0.81,0.87,0.43,0.86,,0.61,0.87,0.5,0.69,0.74,0.9,,0.81
2002-02-25,0.7,0.8,,0.91,0.92,0.88,0.99,0.47,0.92,,0.68,0.94,0.64,0.68,0.72,0.93,,0.89
2002-02-26,0.58,0.68,,0.78,0.75,0.74,0.84,0.71,0.77,,0.84,0.62,0.82,0.77,0.92,0.87,,0.86
2002-02-27,0.82,0.7,,0.69,0.67,0.69,0.68,0.83,0.7,,0.85,0.88,0.78,0.69,0.87,0.94,,0.86
2002-02-28,0.63,0.68,,0.7,0.77,0.7,0.69,0.91,0.79,,0.74,0.78,0.73,0.6,0.78,0.94,,0.82
2002-03-01,0.78,0.78,,0.7,0.83,0.79,0.81,0.93,0.86,,0.92,0.65,0.51,0.6,0.7,0.92,,0.93
2002-03-02,0.92,1.0,,0.79,0.7,0.74,0.76,0.91,0.69,,0.82,0.98,0.51,0.65,0.59,0.96,,0.9
2002-03-03,0.85,0.72,,0.74,0.8,0.8,0.7,0.91,0.79,,0.69,0.72,0.63,0.63,0.85,0.98,,0.65
2002-03-04,0.8,0.63,,0.75,0.76,0.72,0.81,0.67,0.79,,0.66,0.75,0.73,0.74,0.74,0.79,,0.72
2002-03-05,0.78,0.68,,0.75,0.75,0.75,0.8,0.66,0.78,,0.67,0.84,0.59,0.85,0.54,0.54,,0.82
2002-03-06,0.75,0.68,,0.73,0.82,0.78,0.93,0.81,0.86,,0.71,0.8,0.85,0.57,0.81,0.97,,0.87
2002-03-07,0.71,0.6,,0.74,0.7,0.65,0.76,0.68,0.69,,0.65,0.63,0.55,0.61,0.77,0.73,,0.91
2002-03-08,0.74,0.51,,0.67,0.72,0.71,0.71,0.69,0.73,,0.64,0.57,0.68,0.58,0.85,0.61,,0.84
2002-03-09,0.71,0.55,,0.66,0.74,0.67,0.74,0.62,0.76,,0.68,0.65,0.59,0.6,0.97,0.56,,0.84
2002-03-10,0.64,0.47,,0.58,0.61,0.75,0.58,0.61,0.64,,0.62,0.56,0.44,0.48,0.88,0.54,,0.8
2002-03-11,0.54,0.46,,0.46,0.55,0.81,0.6,0.55,0.57,,0.66,0.49,0.7,0.72,0.51,0.41,,0.83
2002-03-12,0.48,0.48,,0.5,0.72,0.87,0.72,0.64,0.86,,0.59,0.49,0.73,0.85,0.61,0.39,,0.87
2002-03-13,0.52,0.51,,0.63,0.91,0.79,0.95,0.58,0.96,,0.55,0.42,0.51,0.87,0.84,0.52,,0.74
2002-03-14,0.86,0.51,,0.98,0.8,0.73,0.91,0.65,0.88,,0.65,0.59,0.54,0.64,0.74,0.83,,0.85
2002-03-15,0.84,0.55,,0.98,0.79,0.93,0.93,0.78,0.83,,0.78,0.74,0.46,0.76,0.89,0.96,,0.86
2002-03-16,0.71,0.77,,0.95,0.71,0.86,0.93,0.71,0.75,,0.82,0.78,0.58,0.84,0.89,0.88,,0.79
2002-03-17,0.67,0.59,,0.84,0.73,0.84,0.88,0.62,0.74,,0.77,0.83,0.88,0.84,0.87,0.64,,0.77
2002-03-18,0.59,0.48,,0.72,0.75,0.85,0.79,0.67,0.76,,0.83,0.56,0.91,0.83,0.9,0.77,,0.93
2002-03-19,0.72,0.68,,0.71,0.72,0.8,0.77,0.79,0.78,,0.82,0.86,0.88,0.58,0.92,0.88,,0.87
2002-03-20,0.69,0.85,,0.84,0.81,0.88,0.83,0.8,0.87,,0.59,0.96,0.56,0.58,0.89,0.97,,0.87
2002-03-21,0.68,0.85,,0.86,0.85,0.78,0.82,0.74,0.87,,0.6,0.85,0.56,0.46,0.91,0.98,,0.9
2002-03-22,0.77,0.71,,0.81,0.81,0.77,0.82,0.59,0.84,,0.57,0.96,0.5,0.52,0.75,0.96,,0.87
2002-03-23,0.67,0.64,,0.92,0.7,0.71,0.78,0.61,0.71,,0.46,0.86,0.49,0.4,0.56,0.91,,0.83
2002-03-24,0.62,0.53,,0.9,0.7,0.64,0.75,0.56,0.73,,0.46,0.88,0.56,0.34,0.45,0.89,,0.68
2002-03-25,0.6,0.55,,0.83,0.69,0.65,0.65,0.5,0.65,,0.48,0.76,0.75,0.54,0.52,0.82,,0.68
2002-03-26,0.64,0.51,,0.72,0.61,0.66,0.65,0.59,0.62,,0.48,0.76,0.71,0.41,0.57,0.88,,0.66
2002-03-27,0.62,0.41,,0.67,0.64,0.74,0.65,0.52,0.64,,0.5,0.68,0.8,0.54,0.73,0.8,,0.68
2002-03-28,0.5,0.41,,0.72,0.57,0.64,0.6,0.56,0.57,,0.6,0.6,0.71,0.69,0.6,0.75,,0.67
2002-03-29,0.48,0.46,,0.6,0.51,0.63,0.53,0.58,0.54,,0.62,0.6,0.74,0.73,0.62,0.52,,0.6
2002-03-30,0.66,0.47,,0.49,0.64,0.61,0.64,0.53,0.65,,0.64,0.58,0.81,0.82,0.7,0.71,,0.65
2002-03-31,0.57,0.46,,0.64,0.61,0.82,0.6,0.53,0.64,,0.67,0.57,0.82,0.83,0.71,0.75,,0.87
2002-04-01,0.5,0.42,,0.58,0.58,0.74,0.61,0.54,0.65,,0.74,0.6,0.8,0.85,0.71,0.84,,0.66
2002-04-02,0.46,0.49,,0.61,0.47,0.67,0.56,0.55,0.48,,0.73,0.63,0.87,0.84,0.66,0.77,,0.58
2002-04-03,0.48,0.39,,0.52,0.43,0.52,0.44,0.54,0.49,,0.66,0.59,0.85,0.93,0.84,0.97,,0.57
2002-04-04,0.52,0.48,,0.49,0.49,0.64,0.43,0.47,0.49,,0.58,0.52,0.72,0.68,0.94,0.97,,0.72
2002-04-05,0.47,0.48,,0.52,0.46,0.63,0.42,0.73,0.46,,0.72,0.49,0.67,0.64,0.72,0.77,,0.89
2002-04-06,0.38,0.43,,0.72,0.53,0.52,0.6,0.6,0.54,,0.64,0.47,0.6,0.77,0.85,0.89,,0.54
2002-04-07,0.48,0.46,,0.62,0.55,0.64,0.56,0.47,0.54,,0.82,0.48,0.59,0.93,0.81,0.53,,0.73
2002-04-08,0.59,0.43,,0.52,0.49,0.62,0.47,0.55,0.48,,0.71,0.52,0.69,0.86,0.69,0.77,,0.58
2002-04-09,0.49,0.47,,0.54,0.47,0.72,0.43,0.93,0.48,,0.61,0.5,0.68,0.7,0.85,0.96,,0.49
2002-04-10,0.49,0.83,,0.65,0.49,0.57,0.56,0.77,0.52,,0.75,0.63,0.61,0.79,0.91,0.95,,0.58
2002-04-11,0.58,0.84,,0.75,0.6,0.6,0.65,0.88,0.64,,0.83,0.67,0.56,0.93,0.78,0.87,,0.74
2002-04-12,0.71,0.8,,0.72,0.67,0.62,0.67,0.95,0.68,,0.66,0.66,0.71,0.78,0.87,0.98,,0.64
2002-04-13,0.96,0.81,,0.86,0.78,0.65,0.87,0.9,0.74,,0.81,0.86,0.71,0.53,0.83,0.98,,0.7
2002-04-14,0.92,0.89,,0.99,0.7,0.7,0.93,0.71,0.8,,0.61,0.87,0.69,0.56,0.94,0.95,,0.76
2002-04-15,0.79,0.71,,0.98,0.89,0.75,0.93,0.88,0.91,,0.52,0.95,0.47,0.47,0.82,0.97,,0.84
2002-04-16,0.81,0.54,,0.78,0.94,0.64,0.96,0.77,0.95,,0.54,0.68,0.38,0.48,0.81,0.95,,0.74
2002-04-17,0.74,0.53,,0.8,0.91,0.66,0.97,0.81,0.89,,0.54,0.71,0.5,0.39,0.84,0.92,,0.66
2002-04-18,0.66,0.62,,0.74,0.84,0.74,0.83,0.9,0.8,,0.54,0.67,0.61,0.46,0.86,0.96,,0.74
2002-04-19,0.74,0.73,,0.79,0.86,0.7,0.77,0.84,0.83,,0.48,0.79,0.57,0.52,0.76,0.94,,0.71
2002-04-20,0.8,0.76,,0.9,0.81,0.66,0.75,0.83,0.81,,0.44,0.93,0.76,0.38,0.8,0.96,,0.68
2002-04-21,0.78,0.63,,0.84,0.69,0.67,0.74,0.67,0.68,,0.54,0.95,0.77,0.32,0.86,0.96,,0.63
2002-04-22,0.68,0.67,,0.78,0.67,0.68,0.68,0.72,0.65,,0.54,0.75,0.88,0.4,0.78,0.94,,0.62
2002-04-23,0.62,0.49,,0.78,0.71,0.73,0.73,0.64,0.71,,0.46,0.6,0.63,0.36,0.67,0.96,,0.79
2002-04-24,0.8,0.66,,0.84,0.77,0.76,0.97,0.65,0.78,,0.56,0.98,0.55,0.36,0.71,0.96,,0.76
2002-04-25,0.65,0.57,,0.86,0.81,0.65,0.82,0.6,0.85,,0.53,0.97,0.91,0.33,0.68,0.93,,0.74
2002-04-26,0.77,0.56,,0.75,0.83,0.73,0.89,0.51,0.88,,0.65,0.79,0.76,0.56,0.72,0.92,,0.86
2002-04-27,0.62,0.64,,0.73,0.76,0.7,0.81,0.91,0.74,,0.53,0.65,0.86,0.49,0.91,0.97,,0.7
2002-04-28,0.55,0.47,,0.66,0.8,0.75,0.9,0.59,0.83,,0.65,0.45,0.63,0.6,0.81,0.95,,0.76
2002-04-29,0.57,0.58,,0.65,0.75,0.6,0.81,0.67,0.74,,0.59,0.61,0.82,0.5,0.74,0.85,,0.65
2002-04-30,0.56,0.55,,0.55,0.64,0.88,0.75,0.76,0.67,,0.53,0.5,0.76,0.73,0.77,0.94,,0.74
2002-05-01,0.84,0.51,,0.56,0.68,0.66,0.81,0.63,0.7,,0.74,0.58,0.82,0.71,0.64,0.86,,0.84
2002-05-02,0.92,0.47,,0.79,0.74,0.7,0.96,0.54,0.79,,0.9,0.83,0.71,0.68,0.58,0.97,,0.78
2002-05-03,0.96,0.53,,0.87,0.8,0.67,0.99,0.56,0.75,,0.79,0.92,0.7,0.61,0.65,0.98,,0.79
2002-05-04,0.94,0.46,,0.94,0.89,0.7,0.99,0.77,0.91,,0.79,0.95,0.57,0.53,0.91,0.99,,0.8
2002-05-05,0.79,0.8,,0.9,0.9,0.67,0.99,0.64,0.96,,0.75,0.78,0.57,0.51,0.84,0.96,,0.71
2002-05-06,0.8,0.81,,0.93,0.8,0.76,0.99,0.5,0.83,,0.7,0.79,0.43,0.62,0.76,0.89,,0.78
2002-05-07,0.83,0.6,,0.9,0.7,0.82,0.92,0.57,0.73,,0.61,0.67,0.46,0.77,0.73,0.86,,0.67
2002-05-08,0.89,0.51,,0.59,0.8,0.8,0.96,0.63,0.85,,0.72,0.58,0.43,0.96,0.93,0.97,,0.71
2002-05-09,0.78,0.47,,0.45,0.77,0.82,0.74,0.92,0.89,,0.9,0.51,0.49,0.83,0.83,0.99,,0.89
2002-05-10,0.67,0.83,,0.57,0.89,0.8,0.93,0.66,0.91,,0.86,0.87,0.47,0.73,0.69,0.99,,0.97
2002-05-11,0.77,0.73,,0.77,0.82,0.67,0.96,0.76,0.83,,0.81,0.86,0.46,0.59,0.83,0.89,,0.86
2002-05-12,0.79,0.74,,0.84,0.84,0.69,0.97,0.74,0.91,,0.64,0.87,0.77,0.63,0.92,0.91,,0.75
2002-05-13,0.76,0.72,,0.85,0.71,0.87,0.86,0.77,0.7,,0.6,0.82,0.5,0.77,0.83,0.96,,0.71
2002-05-14,0.62,0.67,,0.67,0.73,0.72,0.75,0.7,0.81,,0.53,0.62,0.76,0.49,0.75,0.94,,0.79
2002-05-15,0.57,0.57,,0.63,0.71,0.7,0.75,0.54,0.7,,0.54,0.55,0.69,0.61,0.74,0.68,,0.7
2002-05-16,0.56,0.54,,0.6,0.65,0.66,0.69,0.54,0.63,,0.63,0.55,0.47,0.72,0.84,0.66,,0.6
2002-05-17,0.55,0.54,,0.66,0.66,0.67,0.7,0.5,0.67,,0.59,0.49,0.44,0.73,0.76,0.62,,0.78
2002-05-18,0.77,0.54,,0.54,0.81,0.78,0.83,0.53,0.76,,0.8,0.62,0.43,0.58,0.73,0.86,,0.74
2002-05-19,0.81,0.5,,0.85,0.7,0.71,0.78,0.71,0.67,,0.57,0.93,0.43,0.49,0.87,1.0,,0.88
2002-05-20,0.66,0.53,,0.74,0.62,0.73,0.75,0.84,0.66,,0.58,0.9,0.79,0.65,0.87,0.99,,0.75
2002-05-21,0.57,0.73,,0.61,0.53,0.8,0.68,0.75,0.64,,0.6,0.77,0.67,0.59,0.89,0.87,,0.75
2002-05-22,0.65,0.59,,0.62,0.68,0.71,0.7,0.66,0.74,,0.71,0.63,0.47,0.72,0.81,0.94,,0.83
2002-05-23,0.89,0.55,,0.72,0.73,0.67,0.97,0.72,0.7,,0.8,0.8,0.51,0.6,0.75,0.94,,0.76
2002-05-24,0.76,0.64,,0.87,0.72,0.71,0.75,0.78,0.78,,0.64,0.87,0.86,0.48,0.95,0.98,,0.79
2002-05-25,0.85,0.71,,0.76,0.69,0.62,0.82,0.73,0.74,,0.68,0.82,0.81,0.57,0.77,0.97,,0.67
2002-05-26,0.78,0.73,,0.96,0.67,0.84,0.75,0.87,0.72,,0.59,0.81,0.68,0.6,0.86,0.98,,0.78
2002-05-27,0.86,0.78,,0.79,0.61,0.74,0.87,0.67,0.68,,0.59,0.91,0.86,0.48,0.79,0.98,,0.86
2002-05-28,0.73,0.75,,0.98,0.59,0.78,0.9,0.9,0.67,,0.61,0.97,0.87,0.48,0.73,0.98,,0.89
2002-05-29,0.72,0.83,,0.73,0.63,0.65,0.77,0.53,0.7,,0.59,0.8,0.62,0.57,0.73,0.97,,0.74
2002-05-30,0.65,0.6,,0.62,0.66,0.78,0.7,0.51,0.69,,0.53,0.69,0.77,0.64,0.75,0.76,,0.7
2002-05-31,0.6,0.51,,0.67,0.65,0.66,0.68,0.57,0.62,,0.5,0.63,0.75,0.56,0.7,0.96,,0.68
2002-06-01,0.63,0.46,,0.69,0.59,0.6,0.65,0.63,0.58,,0.61,0.61,0.59,0.76,0.71,0.79,,0.62
2002-06-02,0.59,0.58,,0.62,0.49,0.57,0.6,0.53,0.52,,0.58,0.51,0.59,0.7,0.67,0.82,,0.62
